Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,hour,month,dayofweek,city_encoded,cluster,anomaly,safety_score
187,2020-09-01 09:00:00,2020-01-08 18:00:00,2020-09-01 10:28:00,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020 09:00,10.0,1,2,5,2,1,90
188,2020-09-01 18:00:00,2020-01-08 19:00:00,2020-09-01 18:53:00,Nagpur,236,IDENTITY THEFT,66,F,,Violent Crime,14,Yes,15-03-2020 18:00,18.0,1,2,18,1,1,95
189,2020-09-01 04:00:00,2020-01-08 20:00:00,2020-09-01 03:24:00,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,23-03-2020 04:00,3.0,1,2,8,0,1,80
191,2020-09-01 15:00:00,2020-01-08 22:00:00,2020-09-01 15:53:00,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,,15.0,1,2,4,2,1,90
193,2020-10-01 20:00:00,2020-01-09 00:00:00,2020-09-01 05:28:00,Ghaziabad,249,PUBLIC INTOXICATION,19,F,,Other Crime,3,No,,5.0,1,3,7,0,1,80
195,2020-11-01 16:00:00,2020-01-09 02:00:00,2020-09-01 08:16:00,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,,8.0,1,3,5,3,1,85
198,2020-11-01 17:00:00,2020-01-09 05:00:00,2020-09-01 10:20:00,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,22-01-2020 17:00,10.0,1,3,8,3,1,85
199,2020-10-01 09:00:00,2020-01-09 06:00:00,2020-09-01 21:01:00,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,,21.0,1,3,5,3,-1,35
200,2020-11-01 13:00:00,2020-01-09 07:00:00,2020-10-01 02:06:00,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,,2.0,1,3,19,0,-1,50
201,2020-11-01 23:00:00,2020-01-09 08:00:00,2020-10-01 04:27:00,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,05-02-2020 23:00,4.0,1,3,23,0,-1,50
203,2020-10-01 04:00:00,2020-01-09 10:00:00,2020-09-01 12:58:00,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020 04:00,12.0,1,3,17,1,1,95
204,2020-11-01 16:00:00,2020-01-09 11:00:00,2020-09-01 13:00:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,14-03-2020 16:00,13.0,1,3,14,1,1,95
205,2020-11-01 04:00:00,2020-01-09 12:00:00,2020-10-01 02:34:00,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,03-03-2020 04:00,2.0,1,3,8,0,1,80
206,2020-09-01 22:00:00,2020-01-09 13:00:00,2020-09-01 23:51:00,Thane,246,VEHICLE - STOLEN,44,F,,Violent Crime,7,Yes,29-02-2020 22:00,23.0,1,3,25,1,-1,45
207,2020-11-01 08:00:00,2020-01-09 14:00:00,2020-10-01 12:37:00,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,10-02-2020 08:00,12.0,1,3,2,3,1,85
209,2020-10-01 11:00:00,2020-01-09 16:00:00,2020-09-01 17:29:00,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,17.0,1,3,8,3,1,85
210,2020-12-01 03:00:00,2020-01-09 17:00:00,2020-10-01 06:07:00,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,14-01-2020 03:00,6.0,1,3,13,0,1,100
213,2020-11-01 23:00:00,2020-01-09 20:00:00,2020-10-01 07:00:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,21-01-2020 23:00,7.0,1,3,13,0,1,100
216,2020-10-01 16:00:00,2020-01-09 23:00:00,2020-10-01 09:23:00,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,9.0,1,3,1,3,1,85
218,2020-11-01 15:00:00,2020-01-10 01:00:00,2020-10-01 23:36:00,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,23.0,1,4,24,1,-1,45
220,2020-12-01 11:00:00,2020-01-10 03:00:00,2020-10-01 17:27:00,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,17.0,1,4,18,1,1,95
221,2020-10-01 23:00:00,2020-01-10 04:00:00,2020-11-01 03:16:00,Kolkata,218,VEHICLE - STOLEN,24,F,,Violent Crime,1,Yes,15-02-2020 23:00,3.0,1,4,13,0,1,80
222,2020-11-01 08:00:00,2020-01-10 05:00:00,2020-10-01 05:29:00,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,22-01-2020 08:00,5.0,1,4,15,0,1,80
223,2020-11-01 21:00:00,2020-01-10 06:00:00,2020-10-01 19:37:00,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,19.0,1,4,2,3,-1,55
224,2020-12-01 21:00:00,2020-01-10 07:00:00,2020-10-01 23:31:00,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,01-05-2020 21:00,23.0,1,4,4,3,-1,35
225,2020-10-01 19:00:00,2020-01-10 08:00:00,2020-11-01 00:10:00,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,01-04-2020 19:00,0.0,1,4,2,0,-1,50
226,2020-10-01 15:00:00,2020-01-10 09:00:00,2020-10-01 15:46:00,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,15.0,1,4,24,1,-1,65
227,2020-12-01 16:00:00,2020-01-10 10:00:00,2020-10-01 23:35:00,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,16-03-2020 16:00,23.0,1,4,17,1,-1,45
228,2020-10-01 16:00:00,2020-01-10 11:00:00,2020-11-01 01:56:00,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,1.0,1,4,21,0,-1,50
229,,2020-01-10 12:00:00,2020-11-01 04:03:00,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,25-02-2020 05:00,4.0,1,4,10,0,1,80
232,2020-12-01 15:00:00,2020-01-10 15:00:00,2020-11-01 04:38:00,Patna,547,ARSON,32,F,,Fire Accident,12,Yes,15-02-2020 15:00,4.0,1,4,20,0,1,80
233,2020-12-01 17:00:00,2020-01-10 16:00:00,2020-10-01 19:09:00,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,19.0,1,4,17,1,-1,65
235,2020-12-01 21:00:00,2020-01-10 18:00:00,2020-10-01 20:30:00,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,14-01-2020 21:00,20.0,1,4,17,1,-1,45
240,2020-11-01 11:00:00,2020-01-10 23:00:00,2020-11-01 11:41:00,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,11.0,1,4,8,3,1,85
241,2020-12-01 14:00:00,2020-01-11 00:00:00,2020-11-01 00:34:00,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,0.0,1,5,17,0,-1,50
242,2020-11-01 08:00:00,2020-01-11 01:00:00,2020-11-01 03:03:00,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,12-02-2020 08:00,3.0,1,5,2,0,-1,50
243,2020-12-01 01:00:00,2020-01-11 02:00:00,2020-11-01 11:51:00,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,06-04-2020 01:00,11.0,1,5,21,1,1,95
244,,2020-01-11 03:00:00,2020-11-01 10:11:00,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,21-08-2020 22:00,10.0,1,5,11,3,1,85
245,,2020-01-11 04:00:00,2020-11-01 14:49:00,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,27-06-2020 00:00,14.0,1,5,18,1,1,95
246,2020-11-01 21:00:00,2020-01-11 05:00:00,2020-11-01 17:14:00,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,17.0,1,5,13,3,1,85
247,,2020-01-11 06:00:00,2020-11-01 08:58:00,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,24-03-2020 11:00,8.0,1,5,18,1,1,95
248,,2020-01-11 07:00:00,2020-11-01 20:32:00,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,28-02-2020 03:00,20.0,1,5,1,3,-1,35
249,,2020-01-11 08:00:00,2020-12-01 07:14:00,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,26-03-2020 23:00,7.0,1,5,25,1,-1,65
250,,2020-01-11 09:00:00,2020-11-01 21:57:00,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,23-01-2020 22:00,21.0,1,5,18,1,-1,45
251,,2020-01-11 10:00:00,2020-12-01 02:39:00,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,2.0,1,5,5,0,1,80
252,,2020-01-11 11:00:00,2020-11-01 15:11:00,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,31-03-2020 05:00,15.0,1,5,25,1,-1,65
258,2020-11-01 19:00:00,2020-01-11 17:00:00,2020-11-01 17:21:00,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,,17.0,1,5,1,3,-1,55
260,,2020-01-11 19:00:00,2020-12-01 08:18:00,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,,8.0,1,5,9,3,1,85
261,2020-12-01 20:00:00,2020-01-11 20:00:00,2020-12-01 01:13:00,Chennai,542,BURGLARY,11,F,,Other Crime,7,Yes,28-05-2020 20:00,1.0,1,5,4,0,-1,50
263,2020-12-01 20:00:00,2020-01-11 22:00:00,2020-12-01 08:50:00,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,,8.0,1,5,13,3,1,85
264,,2020-01-11 23:00:00,2020-12-01 22:04:00,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,18-12-2020 22:00,22.0,1,5,12,3,-1,35
265,2020-12-01 17:00:00,2020-01-12 00:00:00,2020-12-01 19:08:00,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,21-02-2020 17:00,19.0,1,6,28,1,-1,65
266,2020-12-01 12:00:00,2020-01-12 01:00:00,2020-12-01 03:39:00,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,,3.0,1,6,4,0,-1,50
267,,2020-01-12 02:00:00,2020-12-01 08:13:00,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,,8.0,1,6,18,1,1,95
268,,2020-01-12 03:00:00,2020-12-01 23:31:00,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,24-01-2020 10:00,23.0,1,6,12,3,-1,35
272,,2020-01-12 07:00:00,2020-12-01 23:49:00,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,06-02-2020 20:00,23.0,1,6,8,3,-1,35
274,,2020-01-12 09:00:00,2020-12-01 14:37:00,Bangalore,515,VEHICLE - STOLEN,56,F,,Violent Crime,6,No,,14.0,1,6,2,3,1,85
277,2020-12-01 23:00:00,2020-01-12 12:00:00,,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,,11.0,1,6,9,3,-1,55
278,,2020-01-12 13:00:00,2020-12-01 13:29:00,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,,13.0,1,6,3,3,1,85
280,,2020-01-12 15:00:00,,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,07-04-2020 05:00,11.0,1,6,15,3,1,85
281,,2020-01-12 16:00:00,,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,,11.0,1,6,23,1,-1,65
282,,2020-01-12 17:00:00,,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,14-03-2020 12:00,11.0,1,6,15,1,1,95
283,,2020-01-12 18:00:00,,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,,11.0,1,6,15,1,1,95
284,,2020-01-12 19:00:00,,Mumbai,481,ARSON,55,F,,Fire Accident,5,Yes,28-03-2020 19:00,11.0,1,6,17,1,1,95
285,,2020-01-12 20:00:00,,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,,11.0,1,6,9,3,1,85
287,,2020-01-12 22:00:00,,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,01-02-2020 00:00,11.0,1,6,21,1,1,95
288,,2020-01-12 23:00:00,,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,29-03-2020 15:00,11.0,1,6,2,3,1,85
289,,2020-01-13 00:00:00,,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,25-01-2020 08:00,11.0,1,0,4,2,1,90
290,,2020-01-13 01:00:00,,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,,11.0,1,0,1,2,1,90
291,,2020-01-13 02:00:00,,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,,11.0,1,0,4,2,1,90
292,,2020-01-13 03:00:00,,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,,11.0,1,0,4,2,1,90
294,,2020-01-13 05:00:00,,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,07-02-2020 17:00,11.0,1,0,4,2,1,90
299,,2020-01-13 10:00:00,,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,,11.0,1,0,23,1,1,95
300,,2020-01-13 11:00:00,,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,05-04-2020 07:00,11.0,1,0,18,2,1,90
302,,2020-01-13 13:00:00,,Chennai,206,ARSON,59,F,,Fire Accident,12,Yes,09-04-2020 01:00,11.0,1,0,4,2,1,90
303,,2020-01-13 14:00:00,,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,,11.0,1,0,12,2,1,90
304,,2020-01-13 15:00:00,,Kalyan,139,PUBLIC INTOXICATION,30,F,,Other Crime,11,Yes,17-01-2020 00:00,11.0,1,0,11,2,1,90
305,,2020-01-13 16:00:00,,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,21-01-2020 22:00,11.0,1,0,21,1,1,95
307,,2020-01-13 18:00:00,,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,15-01-2020 01:00,11.0,1,0,12,2,1,90
308,,2020-01-13 19:00:00,,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,,11.0,1,0,9,2,1,90
310,,2020-01-13 21:00:00,,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,30-01-2020 17:00,11.0,1,0,1,2,1,90
311,,2020-01-13 22:00:00,,Delhi,395,DRUG OFFENSE,29,F,,Other Crime,6,Yes,04-04-2020 17:00,11.0,1,0,5,2,1,90
312,,2020-01-13 23:00:00,,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,,11.0,1,0,13,2,1,90
313,,2020-01-14 00:00:00,,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,,11.0,1,1,2,2,1,90
314,,2020-01-14 01:00:00,,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,,11.0,1,1,2,2,1,90
317,,2020-01-14 04:00:00,,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,23-01-2020 13:00,11.0,1,1,17,2,1,90
319,,2020-01-14 06:00:00,,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,,11.0,1,1,14,2,1,90
323,,2020-01-14 10:00:00,,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,,11.0,1,1,2,2,1,90
325,,2020-01-14 12:00:00,,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,31-01-2020 07:00,11.0,1,1,2,2,1,90
326,,2020-01-14 13:00:00,,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,,11.0,1,1,28,1,1,95
327,,2020-01-14 14:00:00,,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,,11.0,1,1,20,1,1,95
330,,2020-01-14 17:00:00,,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,23-02-2020 16:00,11.0,1,1,24,1,1,95
331,,2020-01-14 18:00:00,,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,25-03-2020 00:00,11.0,1,1,5,2,1,90
335,,2020-01-14 22:00:00,,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,,11.0,1,1,2,2,1,90
336,,2020-01-14 23:00:00,,Ahmedabad,359,SHOPLIFTING,40,F,,Other Crime,5,Yes,12-02-2020 02:00,11.0,1,1,1,2,1,90
337,,2020-01-15 00:00:00,,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,,11.0,1,2,5,2,1,90
339,,2020-01-15 02:00:00,,Kanpur,419,DOMESTIC VIOLENCE,64,F,,Violent Crime,6,Yes,16-03-2020 06:00,11.0,1,2,12,2,1,90
340,,2020-01-15 03:00:00,,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,07-02-2020 20:00,11.0,1,2,1,2,1,90
341,,2020-01-15 04:00:00,,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,13-07-2020 08:00,11.0,1,2,21,1,1,95
342,,2020-01-15 05:00:00,,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,,11.0,1,2,5,2,1,90
344,,2020-01-15 07:00:00,,Ghaziabad,559,ASSAULT,48,F,,Violent Crime,3,Yes,12-04-2020 06:00,11.0,1,2,7,2,1,90
345,,2020-01-15 08:00:00,,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,,11.0,1,2,16,1,1,95
347,,2020-01-15 10:00:00,,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,,11.0,1,2,17,1,1,95
349,,2020-01-15 12:00:00,,Lucknow,343,TRAFFIC VIOLATION,17,F,,Traffic Fatality,19,No,,11.0,1,2,14,2,1,90
350,,2020-01-15 13:00:00,,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,09-02-2020 10:00,11.0,1,2,2,2,1,90
351,,2020-01-15 14:00:00,,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,,11.0,1,2,21,1,1,95
352,,2020-01-15 15:00:00,,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,25-02-2020 19:00,11.0,1,2,17,1,1,95
353,,2020-01-15 16:00:00,,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,07-03-2020 09:00,11.0,1,2,5,2,1,90
354,,2020-01-15 17:00:00,,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,20-03-2020 12:00,11.0,1,2,27,1,-1,65
355,,2020-01-15 18:00:00,,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,,11.0,1,2,19,1,1,95
356,,2020-01-15 19:00:00,,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,,11.0,1,2,21,1,1,95
358,,2020-01-15 21:00:00,,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,,11.0,1,2,14,2,1,90
359,,2020-01-15 22:00:00,,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,04-03-2020 20:00,11.0,1,2,14,2,1,90
360,,2020-01-15 23:00:00,,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,12-04-2020 03:00,11.0,1,2,13,2,1,90
362,,2020-01-16 01:00:00,,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,04-02-2020 17:00,11.0,1,3,15,1,1,95
363,,2020-01-16 02:00:00,,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,,11.0,1,3,10,3,1,85
364,,2020-01-16 03:00:00,,Nagpur,583,KIDNAPPING,11,F,,Other Crime,16,No,,11.0,1,3,18,1,1,95
365,,2020-01-16 04:00:00,,Jaipur,417,IDENTITY THEFT,43,F,,Violent Crime,15,No,,11.0,1,3,10,3,1,85
369,,2020-01-16 08:00:00,,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,,11.0,1,3,9,3,1,85
371,,2020-01-16 10:00:00,,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,,11.0,1,3,7,3,1,85
372,,2020-01-16 11:00:00,,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,,11.0,1,3,5,3,1,85
373,,2020-01-16 12:00:00,,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,,11.0,1,3,5,3,1,85
374,,2020-01-16 13:00:00,,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,25-02-2020 08:00,11.0,1,3,16,1,1,95
375,,2020-01-16 14:00:00,,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,,11.0,1,3,5,3,1,85
376,,2020-01-16 15:00:00,,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,31-03-2020 11:00,11.0,1,3,14,1,1,95
378,,2020-01-16 17:00:00,,Mumbai,103,BURGLARY,27,F,,Other Crime,12,Yes,11-06-2020 19:00,11.0,1,3,17,1,1,95
379,,2020-01-16 18:00:00,,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,,11.0,1,3,5,3,1,85
380,,2020-01-16 19:00:00,,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,11-04-2020 00:00,11.0,1,3,7,3,1,85
381,,2020-01-16 20:00:00,,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,12-02-2020 04:00,11.0,1,3,24,1,1,95
382,,2020-01-16 21:00:00,,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,01-04-2020 10:00,11.0,1,3,17,1,1,95
383,,2020-01-16 22:00:00,,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,,11.0,1,3,12,1,1,95
384,,2020-01-16 23:00:00,,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,11.0,1,3,25,1,1,95
386,,2020-01-17 01:00:00,,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,,11.0,1,4,17,1,1,95
387,,2020-01-17 02:00:00,,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,,11.0,1,4,9,3,1,85
388,,2020-01-17 03:00:00,,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,24-01-2020 16:00,11.0,1,4,22,1,1,95
389,,2020-01-17 04:00:00,,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,09-04-2020 20:00,11.0,1,4,21,1,1,95
391,,2020-01-17 06:00:00,,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,,11.0,1,4,5,3,1,85
392,,2020-01-17 07:00:00,,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,10-03-2020 12:00,11.0,1,4,5,3,1,85
395,,2020-01-17 10:00:00,,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,No,,11.0,1,4,1,3,1,85
396,,2020-01-17 11:00:00,,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,No,,11.0,1,4,5,3,1,85
398,,2020-01-17 13:00:00,,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,27-02-2020 15:00,11.0,1,4,10,3,1,85
399,,2020-01-17 14:00:00,,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,No,,11.0,1,4,12,3,1,85
400,,2020-01-17 15:00:00,,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,No,,11.0,1,4,17,1,1,95
401,,2020-01-17 16:00:00,,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,No,,11.0,1,4,16,1,1,95
402,,2020-01-17 17:00:00,,Agra,169,BURGLARY,36,F,,Other Crime,12,Yes,29-04-2020 05:00,11.0,1,4,0,3,1,85
404,,2020-01-17 19:00:00,,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,No,,11.0,1,4,26,1,-1,65
405,,2020-01-17 20:00:00,,Pune,456,IDENTITY THEFT,38,F,,Violent Crime,9,Yes,31-03-2020 10:00,11.0,1,4,21,1,1,95
406,,2020-01-17 21:00:00,,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,25-03-2020 01:00,11.0,1,4,23,1,1,95
408,,2020-01-17 23:00:00,,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,14-04-2020 17:00,11.0,1,4,26,1,1,95
410,,2020-01-18 01:00:00,,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,13-04-2020 09:00,11.0,1,5,4,3,1,85
413,,2020-01-18 04:00:00,,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,19-02-2020 02:00,11.0,1,5,2,3,1,85
414,,2020-01-18 05:00:00,,Delhi,267,FRAUD,30,F,,Other Crime,14,No,,11.0,1,5,5,3,1,85
415,,2020-01-18 06:00:00,,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,31-03-2020 09:00,11.0,1,5,20,1,1,95
416,,2020-01-18 07:00:00,,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,No,,11.0,1,5,1,3,1,85
417,,2020-01-18 08:00:00,,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,15-04-2020 09:00,11.0,1,5,25,1,1,95
420,,2020-01-18 11:00:00,,Jaipur,205,ROBBERY,12,F,,Violent Crime,17,Yes,16-03-2020 20:00,11.0,1,5,10,3,1,85
421,,2020-01-18 12:00:00,,Ghaziabad,142,SEXUAL ASSAULT,66,F,,Violent Crime,15,No,,11.0,1,5,7,3,1,85
422,,2020-01-18 13:00:00,,Chennai,367,BURGLARY,33,F,Other,Other Crime,1,No,,11.0,1,5,4,3,1,85
424,,2020-01-18 15:00:00,,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,19,No,,11.0,1,5,17,1,1,95
426,,2020-01-18 17:00:00,,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,16,No,,11.0,1,5,13,3,1,85
427,,2020-01-18 18:00:00,,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,08-04-2020 11:00,11.0,1,5,8,3,1,85
428,,2020-01-18 19:00:00,,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,23-03-2020 00:00,11.0,1,5,2,3,1,85
430,,2020-01-18 21:00:00,,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,17-03-2020 18:00,11.0,1,5,5,3,1,85
431,,2020-01-18 22:00:00,,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,04-02-2020 22:00,11.0,1,5,10,3,1,85
